Vrsta	Species_binomial	Genus	Statusi	BOLD_ITS2_status
Bromus hordeaceus L. [s.l.]	Bromus hordeaceus	Bromus		MATCHED
Bromus japonicus Thunb. [s.l.]	Bromus japonicus	Bromus		MATCHED
Bromus racemosus L.	Bromus racemosus	Bromus		MATCHED
Bromus secalinus [s.str.] L.	Bromus secalinus	Bromus		MATCHED
Broussonetia papyrifera (L.) L&#x27;Hér. ex Vent.	Broussonetia papyrifera	Broussonetia		MATCHED
Brunnera macrophylla (Adams) I. M. Johnst.	Brunnera macrophylla	Brunnera		MATCHED
Bryoerythrophyllum alpigenum (Jur.) P.C. Chen	Bryoerythrophyllum alpigenum	Bryoerythrophyllum		MATCHED
Bryoerythrophyllum recurvirostrum (Hedw.) P.C. Chen	Bryoerythrophyllum recurvirostrum	Bryoerythrophyllum		MATCHED
Bryoerythrophyllum rubrum (Geh.) P.C. Chen	Bryoerythrophyllum rubrum	Bryoerythrophyllum	14	MATCHED
Bryonia alba L.	Bryonia alba	Bryonia		MATCHED
Bryonia dioica Jacq.	Bryonia dioica	Bryonia		MATCHED
Bryum argenteum Hedw.	Bryum argenteum	Bryum		MATCHED
Bryum radiculosum Brid.	Bryum radiculosum	Bryum		MATCHED
Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego &amp; J. Guerra	Buckia vaucheri	Buckia		MATCHED
Buddleja davidii Franch.	Buddleja davidii	Buddleja		MATCHED
Buglossoides arvensis (L.) I. M. Johnst.	Buglossoides arvensis	Buglossoides		MATCHED
Bunias erucago L.	Bunias erucago	Bunias		MATCHED
Bunias orientalis L.	Bunias orientalis	Bunias		MATCHED
Bunium bulbocastanum L.	Bunium bulbocastanum	Bunium	17	MATCHED
Buphthalmum salicifolium L.	Buphthalmum salicifolium	Buphthalmum		MATCHED
Bupleurum falcatum L.	Bupleurum falcatum	Bupleurum	17	MATCHED
Bupleurum lancifolium Hornem.	Bupleurum lancifolium	Bupleurum	17	MATCHED
Bupleurum longifolium L.	Bupleurum longifolium	Bupleurum	14	MATCHED
Bupleurum praealtum L.	Bupleurum praealtum	Bupleurum		MATCHED
Bupleurum ranunculoides L. [s.l.]	Bupleurum ranunculoides	Bupleurum	14	MATCHED
Bupleurum rotundifolium L.	Bupleurum rotundifolium	Bupleurum		MATCHED
Bupleurum tenuissimum L.	Bupleurum tenuissimum	Bupleurum		MATCHED
Butomus umbellatus L.	Butomus umbellatus	Butomus	13, 25, 27	MATCHED
Buxbaumia aphylla Hedw.	Buxbaumia aphylla	Buxbaumia		MATCHED
Buxbaumia viridis (Lam &amp; DC.) Moug. &amp; Nestl.	Buxbaumia viridis	Buxbaumia	7, 25, 27, 34, 50, 51	MATCHED
Buxus sempervirens L.	Buxus sempervirens	Buxus		MATCHED
Cakile maritima Scop.	Cakile maritima	Cakile	12	MATCHED
Calamagrostis arundinacea (L.) Roth	Calamagrostis arundinacea	Calamagrostis		MATCHED
Calamagrostis canescens (Weber) Roth em. Druce	Calamagrostis canescens	Calamagrostis	14	MATCHED
Calamagrostis epigejos (L.) Roth	Calamagrostis epigejos	Calamagrostis		MATCHED
Calamagrostis pseudophragmites (Haller f.) Koeler	Calamagrostis pseudophragmites	Calamagrostis	14	MATCHED
Calamagrostis varia (Schrad.) Host	Calamagrostis varia	Calamagrostis		MATCHED
Calendula arvensis L.	Calendula arvensis	Calendula		MATCHED
Calendula officinalis L.	Calendula officinalis	Calendula		MATCHED
Calepina irregularis (Asso) Thell.	Calepina irregularis	Calepina		MATCHED
Calla palustris L.	Calla palustris	Calla	12, 25, 27	MATCHED
Callicladium haldanianum (Grev.) H. A. Crum	Callicladium haldanianum	Callicladium		MATCHED
Callicladium imponens (Hedw.) Hedenäs, Schlesak &amp; D. Quandt	Callicladium imponens	Callicladium		MATCHED
Calliergon cordifolium (Hedw.) Kindb.	Calliergon cordifolium	Calliergon		MATCHED
Calliergon giganteum (Schimp.) Kindb.	Calliergon giganteum	Calliergon		MATCHED
Calliergon richardsonii (Mitt.) G. Roth	Calliergon richardsonii	Calliergon	12	MATCHED
Calliergonella cuspidata (Hedw.) Loeske	Calliergonella cuspidata	Calliergonella		MATCHED
Calliergonella lindbergii (Mitt.) Hedenäs	Calliergonella lindbergii	Calliergonella		MATCHED
Callistephus chinensis (L.) Nees	Callistephus chinensis	Callistephus		MATCHED
Callitriche cophocarpa Sendtn.	Callitriche cophocarpa	Callitriche	12	MATCHED
Callitriche hamulata Kuetz. ex Koch	Callitriche hamulata	Callitriche		MATCHED
Callitriche hermaphroditica L.	Callitriche hermaphroditica	Callitriche		MATCHED
Callitriche palustris L.	Callitriche palustris	Callitriche		MATCHED
Callitriche platycarpa Kütz.	Callitriche platycarpa	Callitriche		MATCHED
Callitriche stagnalis Scop.	Callitriche stagnalis	Callitriche		MATCHED
Calluna vulgaris (L.) Hull	Calluna vulgaris	Calluna		MATCHED
Calocedrus decurrens (Torr.) Florin	Calocedrus decurrens	Calocedrus		MATCHED
Caltha palustris L.	Caltha palustris	Caltha		MATCHED
Calypogeia arguta Nees &amp; Mont.	Calypogeia arguta	Calypogeia		MATCHED
Calypogeia azurea Stotler &amp; Crotz	Calypogeia azurea	Calypogeia		MATCHED
Calypogeia fissa (L.) Raddi	Calypogeia fissa	Calypogeia	13	MATCHED
Calypogeia integristipula Steph.	Calypogeia integristipula	Calypogeia	14	MATCHED
Calypogeia muelleriana (Schiffn.) Müll. Frib.	Calypogeia muelleriana	Calypogeia		MATCHED
Calypogeia neesiana (C. Massal. &amp; Carestia) Müll. Frib.	Calypogeia neesiana	Calypogeia	14	MATCHED
Calystegia sepium (L.) R. Br.	Calystegia sepium	Calystegia		MATCHED
Camelina alyssum (Mill.) Thell.	Camelina alyssum	Camelina		MATCHED
Camelina microcarpa Andrz.	Camelina microcarpa	Camelina		MATCHED
Camelina rumelica Velen.	Camelina rumelica	Camelina		MATCHED
Camelina sativa (L.) Crantz	Camelina sativa	Camelina		MATCHED
Campanula alpina Jacq.	Campanula alpina	Campanula	14	MATCHED
Campanula barbata L.	Campanula barbata	Campanula	13	MATCHED
Campanula beckiana Hayek	Campanula beckiana	Campanula		MATCHED
Campanula bononiensis L.	Campanula bononiensis	Campanula		MATCHED
Campanula cervicaria L.	Campanula cervicaria	Campanula		MATCHED
Campanula cochleariifolia Lam.	Campanula cochleariifolia	Campanula		MATCHED
Campanula glomerata L.	Campanula glomerata	Campanula		MATCHED
Campanula justiniana Witasek	Campanula justiniana	Campanula		MATCHED
Campanula latifolia L.	Campanula latifolia	Campanula		MATCHED
Campanula marchesettii Witasek	Campanula marchesettii	Campanula		MATCHED
Campanula medium L.	Campanula medium	Campanula		MATCHED
Campanula patula L.	Campanula patula	Campanula		MATCHED
Campanula persicifolia L. [s.l.]	Campanula persicifolia	Campanula		MATCHED
Campanula portenschlagiana Schult.	Campanula portenschlagiana	Campanula		MATCHED
Campanula pyramidalis L.	Campanula pyramidalis	Campanula		MATCHED
Campanula rapunculoides L.	Campanula rapunculoides	Campanula		MATCHED
Campanula rapunculus L.	Campanula rapunculus	Campanula		MATCHED
Campanula rotundifolia L. [s.str.]	Campanula rotundifolia	Campanula		MATCHED
Campanula scheuchzeri Vill.	Campanula scheuchzeri	Campanula		MATCHED
Campanula sibirica L.	Campanula sibirica	Campanula		MATCHED
Campanula spicata L.	Campanula spicata	Campanula		MATCHED
Campanula trachelium L.	Campanula trachelium	Campanula		MATCHED
Campanula waldsteiniana Schult.	Campanula waldsteiniana	Campanula		MATCHED
Campanula zoysii Wulfen	Campanula zoysii	Campanula	7, 8, 15, 25, 27, 34, 50	MATCHED
Campsis radicans (L.) Bureau	Campsis radicans	Campsis		MATCHED
Campylium bambergeri (Schimp.) Hedenäs, Schlesak &amp; D. Quandt	Campylium bambergeri	Campylium	14	MATCHED
Campylium protensum (Brid.) Kindb.	Campylium protensum	Campylium		MATCHED
Campylium stellatum (Hedw.) Lange &amp; C. E. O. Jensen	Campylium stellatum	Campylium		MATCHED
Campylophyllum halleri (Hedw.) M. Fleisch.	Campylophyllum halleri	Campylophyllum		MATCHED
Campylopus flexuosus (Hedw.) Brid.	Campylopus flexuosus	Campylopus		MATCHED
Campylopus fragilis (Brid.) Bruch &amp; Schimp.	Campylopus fragilis	Campylopus		MATCHED
Campylopus introflexus (Hedw.) Brid.	Campylopus introflexus	Campylopus		MATCHED
Campylopus pyriformis (Schultz) Brid.	Campylopus pyriformis	Campylopus	11	MATCHED
Campylopus schimperi Milde	Campylopus schimperi	Campylopus	12	MATCHED
Campylopus subulatus Milde	Campylopus subulatus	Campylopus		MATCHED
Cannabis sativa L. [s.l.]	Cannabis sativa	Cannabis		MATCHED
Capparis spinosa L.	Capparis spinosa	Capparis	14	MATCHED
Capsella bursa-pastoris (L.) Medik. [s.l.]	Capsella bursa-pastoris	Capsella		MATCHED
Capsella rubella Reut.	Capsella rubella	Capsella		MATCHED
Capsicum annuum L.	Capsicum annuum	Capsicum		MATCHED
Cardamine amara L. [s.l.]	Cardamine amara	Cardamine		MATCHED
Cardamine bulbifera (L.) Crantz	Cardamine bulbifera	Cardamine		MATCHED
Cardamine enneaphyllos (L.) Crantz	Cardamine enneaphyllos	Cardamine		MATCHED
Cardamine flexuosa With.	Cardamine flexuosa	Cardamine		MATCHED
Cardamine glauca Spreng.	Cardamine glauca	Cardamine		MATCHED
Cardamine hirsuta L.	Cardamine hirsuta	Cardamine		MATCHED
Cardamine impatiens L.	Cardamine impatiens	Cardamine		MATCHED
Cardamine kitaibelii Bech.	Cardamine kitaibelii	Cardamine		MATCHED
Cardamine pratensis L. [s.str.]	Cardamine pratensis	Cardamine		MATCHED
Cardamine resedifolia L.	Cardamine resedifolia	Cardamine	14	MATCHED
Cardamine trifolia L.	Cardamine trifolia	Cardamine		MATCHED
Cardamine waldsteinii Dyer	Cardamine waldsteinii	Cardamine		MATCHED
Cardaminopsis arenosa (L.) Hayek	Cardaminopsis arenosa	Cardaminopsis		MATCHED
Carduus acanthoides L.	Carduus acanthoides	Carduus		MATCHED
Carduus crispus L.	Carduus crispus	Carduus		MATCHED
Carduus defloratus L. [s.l.]	Carduus defloratus	Carduus		MATCHED
Carduus nutans L. [s.l.]	Carduus nutans	Carduus		MATCHED
Carduus pycnocephalus L.	Carduus pycnocephalus	Carduus		MATCHED
Carex acuta L.	Carex acuta	Carex		MATCHED
Carex acutiformis Ehrh.	Carex acutiformis	Carex	13	MATCHED
Carex appropinquata Schum.	Carex appropinquata	Carex	13	MATCHED
Carex atrata L.	Carex atrata	Carex		MATCHED
Carex bicolor All.	Carex bicolor	Carex		MATCHED
Carex bohemica Schreb.	Carex bohemica	Carex	13	MATCHED
Carex brizoides L.	Carex brizoides	Carex		MATCHED
Carex brunnescens (Pers.) Poir.	Carex brunnescens	Carex		MATCHED
Carex buxbaumii Wahlenb.	Carex buxbaumii	Carex	12	MATCHED
Carex canescens L.	Carex canescens	Carex		MATCHED
Carex capillaris L.	Carex capillaris	Carex		MATCHED
Carex caryophyllea Latourr.	Carex caryophyllea	Carex		MATCHED
Carex cespitosa L.	Carex cespitosa	Carex		MATCHED
Carex crawfordii Fernald	Carex crawfordii	Carex		MATCHED
Carex curvula All. [s.l.]	Carex curvula	Carex	14	MATCHED
Carex davalliana Sm.	Carex davalliana	Carex	13	MATCHED
Carex demissa Hornem.	Carex demissa	Carex		MATCHED
Carex depauperata Curtis ex With.	Carex depauperata	Carex	14	MATCHED
Carex diandra Schrank	Carex diandra	Carex	13	MATCHED
Carex digitata L.	Carex digitata	Carex		MATCHED
Carex dioica L.	Carex dioica	Carex	13	MATCHED
Carex distans L.	Carex distans	Carex	13	MATCHED
Carex disticha Huds.	Carex disticha	Carex	13	MATCHED
Carex divisa Huds.	Carex divisa	Carex		MATCHED
Carex divulsa Stokes [s.l.]	Carex divulsa	Carex		MATCHED
Carex echinata Murray	Carex echinata	Carex		MATCHED
Carex elata All.	Carex elata	Carex		MATCHED
Carex elongata L.	Carex elongata	Carex		MATCHED
Carex ericetorum Pollich	Carex ericetorum	Carex		MATCHED
Carex extensa Gooden.	Carex extensa	Carex	12	MATCHED
Carex ferruginea Scop.	Carex ferruginea	Carex		MATCHED
Carex flacca Schreb.	Carex flacca	Carex		MATCHED
Carex flava L.	Carex flava	Carex		MATCHED
Carex fuliginosa Schkuhr	Carex fuliginosa	Carex		MATCHED
Carex hirta L.	Carex hirta	Carex		MATCHED
Carex hostiana DC.	Carex hostiana	Carex	13	MATCHED
Carex lasiocarpa Ehrh.	Carex lasiocarpa	Carex	12	MATCHED
Carex lepidocarpa Tausch	Carex lepidocarpa	Carex		MATCHED
Carex leporina L.	Carex leporina	Carex		MATCHED
Carex limosa L.	Carex limosa	Carex	13	MATCHED
Carex montana L.	Carex montana	Carex		MATCHED
Carex muricata L.	Carex muricata	Carex		MATCHED
Carex nigra (L.) Reichard [s.l.]	Carex nigra	Carex		MATCHED
Carex ornithopoda Willd. [s.l.]	Carex ornithopoda	Carex		MATCHED
Carex otrubae Podp.	Carex otrubae	Carex		MATCHED
Carex pallescens L.	Carex pallescens	Carex		MATCHED
Carex panicea L.	Carex panicea	Carex		MATCHED
Carex paniculata L.	Carex paniculata	Carex	13	MATCHED
Carex parviflora Host	Carex parviflora	Carex		MATCHED
Carex pauciflora Lightf.	Carex pauciflora	Carex	13	MATCHED
Carex pendula Huds.	Carex pendula	Carex		MATCHED
Carex pilulifera L.	Carex pilulifera	Carex		MATCHED
Carex praecox Schreb.	Carex praecox	Carex		MATCHED
Carex pseudocyperus L.	Carex pseudocyperus	Carex		MATCHED
Carex pulicaris L.	Carex pulicaris	Carex	13	MATCHED
Carex punctata Gaudin	Carex punctata	Carex	14	MATCHED
Carex remota L.	Carex remota	Carex		MATCHED
Carex riparia Curtis	Carex riparia	Carex	13	MATCHED
Carex rostrata Stokes	Carex rostrata	Carex	13	MATCHED
Carex rupestris All.	Carex rupestris	Carex		MATCHED
Carex sempervirens Vill.	Carex sempervirens	Carex		MATCHED
Carex spicata Huds.	Carex spicata	Carex		MATCHED
Carex stenophylla Wahlenb.	Carex stenophylla	Carex	17	MATCHED
Carex strigosa Huds.	Carex strigosa	Carex	12	MATCHED
Carex sylvatica Huds.	Carex sylvatica	Carex		MATCHED
Carex vesicaria L.	Carex vesicaria	Carex	13	MATCHED
Carex viridula Michx.	Carex viridula	Carex		MATCHED
Carex vulpina L.	Carex vulpina	Carex		MATCHED
Carlina acanthifolia All. [s.l.]	Carlina acanthifolia	Carlina	14, 25, 27	MATCHED
Carlina vulgaris L. [s.l.]	Carlina vulgaris	Carlina		MATCHED
Carpinus betulus L.	Carpinus betulus	Carpinus		MATCHED
Carpinus orientalis Mill.	Carpinus orientalis	Carpinus		MATCHED
Carthamus lanatus L.	Carthamus lanatus	Carthamus		MATCHED
Carthamus tinctorius L.	Carthamus tinctorius	Carthamus		MATCHED
Carum carvi L.	Carum carvi	Carum		MATCHED
Carya glabra (Mill.) Sweet	Carya glabra	Carya		MATCHED
Carya ovata (Mill.) C. Koch	Carya ovata	Carya		MATCHED
Castanea sativa Mill.	Castanea sativa	Castanea		MATCHED
Catabrosa aquatica (L.) P. Beauv.	Catabrosa aquatica	Catabrosa	14	MATCHED
Catalpa bignonioides Walter	Catalpa bignonioides	Catalpa		MATCHED
Catapodium marinum (L.) C. E. Hubb.	Catapodium marinum	Catapodium	14	MATCHED
Catapodium rigidum (L.) C. E. Hubb. [s.l.]	Catapodium rigidum	Catapodium		MATCHED
Caucalis platycarpos L.	Caucalis platycarpos	Caucalis		MATCHED
Cedrus deodara (D. Don) G. Don	Cedrus deodara	Cedrus		MATCHED
Celastrus orbiculatus Thunb.	Celastrus orbiculatus	Celastrus	5	MATCHED
Celtis australis L.	Celtis australis	Celtis	14	MATCHED
Celtis occidentalis L.	Celtis occidentalis	Celtis		MATCHED
Centaurea alba L. [s.l.]	Centaurea alba	Centaurea		MATCHED
Centaurea calcitrapa L.	Centaurea calcitrapa	Centaurea		MATCHED
Centaurea cyanus L.	Centaurea cyanus	Centaurea	13	MATCHED
Centaurea diffusa Lam.	Centaurea diffusa	Centaurea		MATCHED
Centaurea jacea L.	Centaurea jacea	Centaurea		MATCHED
Centaurea mollis Waldst. &amp; Kit.	Centaurea mollis	Centaurea		MATCHED
Centaurea montana L.	Centaurea montana	Centaurea		MATCHED
Centaurea phrygia L. [s.l.]	Centaurea phrygia	Centaurea		MATCHED
Centaurea rupestris L.	Centaurea rupestris	Centaurea	13	MATCHED
Centaurea scabiosa L. [s.l.]	Centaurea scabiosa	Centaurea		MATCHED
Centaurea solstitialis L.	Centaurea solstitialis	Centaurea		MATCHED
Centaurea stenolepis A. Kern.	Centaurea stenolepis	Centaurea		MATCHED
Centaurea triumfettii All. [s.l.]	Centaurea triumfettii	Centaurea		MATCHED
Centaurium erythraea Rafn	Centaurium erythraea	Centaurium		MATCHED
Centaurium pulchellum (Sw.) Druce	Centaurium pulchellum	Centaurium		MATCHED
Centaurium tenuiflorum (Hoffmanns. &amp; Link) Fritsch	Centaurium tenuiflorum	Centaurium	12	MATCHED
Centranthus ruber (L.) DC.	Centranthus ruber	Centranthus	14	MATCHED
Cephalanthera damasonium (Mill.) Druce	Cephalanthera damasonium	Cephalanthera	13, 25, 27	MATCHED
Cephalanthera longifolia (L.) Fritsch	Cephalanthera longifolia	Cephalanthera	13, 25, 27	MATCHED
Cephalanthera rubra (L.) Rich.	Cephalanthera rubra	Cephalanthera	13, 25, 27	MATCHED
Cephalaria leucantha (L.) Schrad. ex Roem. &amp; Schult.	Cephalaria leucantha	Cephalaria	14	MATCHED
Cephalotaxus fortunei Hook.	Cephalotaxus fortunei	Cephalotaxus		MATCHED
Cephalotaxus harringtonia (Knight ex J.Forbes) K.Koch	Cephalotaxus harringtonia	Cephalotaxus		MATCHED
Cephalozia ambigua C. Massal.	Cephalozia ambigua	Cephalozia		MATCHED
Cephalozia bicuspidata (L.) Dumort.	Cephalozia bicuspidata	Cephalozia		MATCHED
Cephaloziella divaricata (Sm.) Schiffn.	Cephaloziella divaricata	Cephaloziella		MATCHED
Cephaloziella elachista (Gottsche &amp; Rabenh.) Schiffn.	Cephaloziella elachista	Cephaloziella	14	MATCHED
Cephaloziella rubella (Nees) Schiffn.	Cephaloziella rubella	Cephaloziella		MATCHED
Cerastium arvense L. [s.str.]	Cerastium arvense	Cerastium		MATCHED
Cerastium biebersteinii DC.	Cerastium biebersteinii	Cerastium		MATCHED
Cerastium brachypetalum Desp. ex Pers.	Cerastium brachypetalum	Cerastium		MATCHED
Cerastium fontanum Baumg. [s.str.]	Cerastium fontanum	Cerastium		MATCHED
Cerastium glomeratum Thuill.	Cerastium glomeratum	Cerastium		MATCHED
Cerastium holosteoides Fr. em. Hyl.	Cerastium holosteoides	Cerastium		MATCHED
Cerastium pumilum Curtis	Cerastium pumilum	Cerastium		MATCHED
Cerastium semidecandrum L.	Cerastium semidecandrum	Cerastium		MATCHED
Cerastium tomentosum L.	Cerastium tomentosum	Cerastium		MATCHED
Ceratodon purpureus (Hedw.) Brid.	Ceratodon purpureus	Ceratodon		MATCHED
Ceratophyllum demersum L.	Ceratophyllum demersum	Ceratophyllum	13	MATCHED
Ceratophyllum submersum L.	Ceratophyllum submersum	Ceratophyllum	12	MATCHED
Cercidiphyllum japonicum Siebold &amp; Zucc.	Cercidiphyllum japonicum	Cercidiphyllum		MATCHED
Cercis siliquastrum L.	Cercis siliquastrum	Cercis	14	MATCHED
Cerinthe minor L.	Cerinthe minor	Cerinthe		MATCHED
Chaenomeles japonica (Thunb.) Lindl.	Chaenomeles japonica	Chaenomeles		MATCHED
Chaenomeles speciosa (Sweet) Nakai	Chaenomeles speciosa	Chaenomeles		MATCHED
Chaerophyllum aromaticum L.	Chaerophyllum aromaticum	Chaerophyllum	17	MATCHED
Chaerophyllum aureum L.	Chaerophyllum aureum	Chaerophyllum		MATCHED
Chaerophyllum bulbosum L.	Chaerophyllum bulbosum	Chaerophyllum		MATCHED
Chaerophyllum hirsutum L. [s.str.]	Chaerophyllum hirsutum	Chaerophyllum		MATCHED
Chaerophyllum temulum L.	Chaerophyllum temulum	Chaerophyllum		MATCHED
Chaerophyllum villarsii Koch	Chaerophyllum villarsii	Chaerophyllum		MATCHED
Chaetomorpha linum (O.F. Müller) Kützing, 1845	Chaetomorpha linum	Chaetomorpha		MATCHED
Chamaecytisus purpureus (Scop.) Link	Chamaecytisus purpureus	Chamaecytisus		MATCHED
Chamaecytisus ratisbonensis (Schaeffer) Rothm.	Chamaecytisus ratisbonensis	Chamaecytisus		MATCHED
Chamerion angustifolium (L.) Holub	Chamerion angustifolium	Chamerion		MATCHED
Chamorchis alpina (L.) Rich.	Chamorchis alpina	Chamorchis	25, 27	MATCHED
Chara hispida Linnaeus, 1753	Chara hispida	Chara		MATCHED
Chara vulgaris Linnaeus, 1753	Chara vulgaris	Chara		MATCHED
Chelidonium majus L.	Chelidonium majus	Chelidonium		MATCHED
Chenopodium album L.	Chenopodium album	Chenopodium		MATCHED
Chenopodium ficifolium Sm.	Chenopodium ficifolium	Chenopodium		MATCHED
Chenopodium glaucum L.	Chenopodium glaucum	Chenopodium		MATCHED
Chenopodium opulifolium Schrad. ex Koch &amp; Ziz	Chenopodium opulifolium	Chenopodium		MATCHED
Chenopodium rubrum L.	Chenopodium rubrum	Chenopodium		MATCHED
Chenopodium strictum Roth	Chenopodium strictum	Chenopodium		MATCHED
Chenopodium suecicum Murr	Chenopodium suecicum	Chenopodium		MATCHED
Chenopodium vulvaria L.	Chenopodium vulvaria	Chenopodium	14	MATCHED
Chiloscyphus pallescens (Hoffm.) Dumort.	Chiloscyphus pallescens	Chiloscyphus		MATCHED
Chiloscyphus polyanthos (L.) Corda	Chiloscyphus polyanthos	Chiloscyphus		MATCHED
Chimaphila umbellata (L.) Barton	Chimaphila umbellata	Chimaphila	13	MATCHED
Chionoloma tenuirostre (Hook. &amp; Taylor) M. Alonso, M. J. Cano &amp; J. A. Jiménez	Chionoloma tenuirostre	Chionoloma		MATCHED
Chondrilla juncea L.	Chondrilla juncea	Chondrilla		MATCHED
Chorispora tenella (Pall.) DC.	Chorispora tenella	Chorispora		MATCHED
Chrysosplenium alternifolium L.	Chrysosplenium alternifolium	Chrysosplenium		MATCHED
Chrysosplenium oppositifolium L.	Chrysosplenium oppositifolium	Chrysosplenium		MATCHED
Cicer arietinum L.	Cicer arietinum	Cicer		MATCHED
Cicerbita alpina (L.) Wallr.	Cicerbita alpina	Cicerbita		MATCHED
Cichorium endivia L.	Cichorium endivia	Cichorium		MATCHED
Cichorium intybus L.	Cichorium intybus	Cichorium		MATCHED
Cicuta virosa L.	Cicuta virosa	Cicuta	12	MATCHED
Cinclidotus fontinaloides (Hedw.) P. Beauv.	Cinclidotus fontinaloides	Cinclidotus		MATCHED
Cinclidotus riparius (Brid.) Arn.	Cinclidotus riparius	Cinclidotus		MATCHED
Circaea alpina L.	Circaea alpina	Circaea		MATCHED
Circaea lutetiana L.	Circaea lutetiana	Circaea		MATCHED
Cirriphyllum crassinervium (Wilson) Loeske &amp; M. Fleisch.	Cirriphyllum crassinervium	Cirriphyllum		MATCHED
Cirriphyllum piliferum (Hedw.) Grout	Cirriphyllum piliferum	Cirriphyllum		MATCHED
Cirsium acaule Scop.	Cirsium acaule	Cirsium		MATCHED
Cirsium arvense (L.) Scop.	Cirsium arvense	Cirsium		MATCHED
Cirsium canum (L.) All.	Cirsium canum	Cirsium		MATCHED
Cirsium eriophorum (L.) Scop.	Cirsium eriophorum	Cirsium		MATCHED
Cirsium erisithales (Jacq.) Scop.	Cirsium erisithales	Cirsium		MATCHED
Cirsium helenioides (L.) Hill	Cirsium helenioides	Cirsium	14	MATCHED
Cirsium oleraceum (L.) Scop.	Cirsium oleraceum	Cirsium		MATCHED
Cirsium palustre (L.) Scop.	Cirsium palustre	Cirsium		MATCHED
Cirsium spinosissimum (L.) Scop.	Cirsium spinosissimum	Cirsium		MATCHED
Cirsium tuberosum (L.) All.	Cirsium tuberosum	Cirsium	17	MATCHED
Cirsium vulgare (Savi) Ten.	Cirsium vulgare	Cirsium		MATCHED
Cistus salviifolius L.	Cistus salviifolius	Cistus	10	MATCHED
Citrullus lanatus (Thunb.) Matsum. &amp; Nakai	Citrullus lanatus	Citrullus		MATCHED
Citrus trifoliata L.	Citrus trifoliata	Citrus		MATCHED
